ID,Тип,Артикул,Ім'я,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запас,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (kg),Довжина (cm),Ширина (cm),Висота (cm),Дозволити відгуки?,Примітка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Атрибут 2 за замовчуванням,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Атрибут 3 за замовчуванням,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Мета ідентифікатор :_oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
590,variation,PC002-10,EKO - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,668.25,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EKO.jpg,,,PC002,,,"N262, id:985",,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
591,variable,PC010,MOTO CLEANER,1,0,visible,"<strong>Рідина для очистки та миття двигунів</strong>
\nПродукт призначений для очищення двигунів. Не взаємодіє з алюмінієм, не змінює кольори пластику, не пошкоджує пломби та прокладки.
\nЕфективно видаляє масло, жир, та сажу.
\nЗасіб використовується в усіх механічних та автоматичних мийних пристроях високого тиску.","<strong>MOTO CLEANER </strong> ефективний чистячий засіб, склад якого розроблений спеціально для використання в автомобільній промисловості.
\n
\nПризначений для миття тягових компонентів автомобілів, таких як:
\n<ul>
\n 	<li>двигун</li>
\n 	<li>кузов</li>
\n 	<li>диски</li>
\n 	<li>деталі з алюмінію та пластику</li>
\n</ul>
\nЕфективно видаляє бруд з масел, змащень, жирів та сажі.
\n
\n&nbsp;
\n
\n<strong>Не реагує з алюмінієм та іншими металами, не залишає плями на пластмасі, не пошкоджує пломби та електричні дроти.</strong>
\nЗасіб може бути використаний у всіх механічних та тискових пристроях для миття.
\n
\n&nbsp;
\n<h3><strong>Використання:</strong></h3>
\nMOTO CLEANER призначений для прямого використання без розведення. Препарат слід наносити на поверхню, яку слід чистити, за допомогою будь-якого розпилювача, потрібно почекати кілька хвилин, після чого промити водою.
\n
\nУ випадку дуже сильно забруднених поверхонь потрібно повторити процес. Можна також використовувати механічні засоби, наприклад, щітку. <em>MOTO CLEANER</em> можна використовувати у вигляді так званої активної піни. Використання композиції у цій формі полегшує очищення вертикальних поверхонь, подовжує час контакту препарату з поверхнею та запобігає його висиханню перед промиванням водою.
\n
\n&nbsp;
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на чищеній поверхні.
\n
\nНе використовувати на розігрітих поверхнях.
\n
\n&nbsp;
\n
\n<img src=""http://imagizer.imageshack.us/v2/640x480q90/922/NwEvii.png"" />
\n
\n<strong>Засіб повністю біологічно розкладається.</strong>",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Промисловість > Мийки та СТО, Автокосметика > Обслуговування, Автокосметика > Обслуговування > Промивка двигуна, Промисловість","автокосметика, елементи автомобіля, миття, Промисловість",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER-1.jpg",,,,,"PC018, PC005, PC214","PC018, N275, PC008",,,0,Бренд,Pro-Chem,1,1,Об'єм,"10 л, 20 л, 200 л, 5 л, 600 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":223,""to_translate"":{""ru"":223}}",,default,default,default,1,MOTO CLEANER,51,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
594,variation,PC010-20,MOTO CLEANER - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1336.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER-1.jpg,,,PC010,,,"PC018, N275, PC008",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
595,variation,PC010-200,MOTO CLEANER - 200 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12622.43,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER-1.jpg,,,PC010,,,"PC018, N275, PC008",,,2,Об'єм,200 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-200-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
596,variation,PC010-5,MOTO CLEANER - 5 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,467.78,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER-1.jpg,,,PC010,,,"PC018, N275, PC008",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
597,variation,"PC010-0,6",MOTO CLEANER - 600 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,96.53,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER.jpg,,,PC010,,,"PC018, N275, PC008",,,4,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
598,variation,PC010-10,MOTO CLEANER - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,705.31,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MOTO-CLEANER-1.jpg,,,PC010,,,"PC018, N275, PC008",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
599,variable,PC013,BRAKE CLEANER,1,0,visible,"<strong>Очищувач для гальмівної системи авто</strong>
\nУніверсальний засіб для миття та знежирення гальм. Він видаляє змазки, масла, сажу, віск і т. д. Не залишає відкладень та плям, швидко випаровується.","<strong>BRAKE CLEANER</strong>- це універсальний агент для чищення та знежирення гальмівної системи автомобіля.
\n
\nВидаляє запечені та примащені мастила, не пошкоджує гумові та пластмасові деталі, не викликає корозії.
\n
\nПрепарат може використовуватися для:
\n<ul>
\n 	<li>знежирення дисків гальма і зчеплення</li>
\n 	<li>змивання мастил, що використовуються для антикорозійного обслуговування</li>
\n 	<li>чищення автомобільних деталей</li>
\n</ul>
\n<em>BRAKE CLEANER</em> не залишає нальотів і плям, видаляє змазки, масла, сажу, віск і т. д.
\n
\nВимиває бруд із важкодоступних місць, швидко випаровується.",,,taxable,,1,,,0,0,,,,,1,,,,"Промисловість > Мийки та СТО, Промисловість","автокосметика, елементи автомобіля, миття, Промисловість, шини та диски",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-2.jpg",,,,,"PC018, PC005, PC010","PC002, PC005, PC001",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 2x20 л, 500 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":109,""to_translate"":{""ru"":109}}",,default,default,default,1,BRAKE CLEANER,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
601,variation,PC013-20,BRAKE CLEANER - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1596.38,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-1.jpg,,,PC013,,,"PC002, PC005, PC001",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
602,variation,PC013-20-2,BRAKE CLEANER - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3118.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-2.jpg,,,PC013,,,"PC002, PC005, PC001",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
603,variation,"PC013-0,5",BRAKE CLEANER - 500 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,82.42,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER.jpg,,,PC013,,,"PC002, PC005, PC001",,,3,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
604,variation,PC013-1,BRAKE CLEANER - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.44,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-1.jpg,,,PC013,,,"PC002, PC005, PC001",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
605,variation,PC013-10,BRAKE CLEANER - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BRAKE-CLEANER-1.jpg,,,PC013,,,"PC002, PC005, PC001",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
609,variable,PC005,FLAT EXPERT,1,0,visible,"<strong>Концентрат для миття промислових підлог</strong>
\nПродукт призначений для очищення всіх поверхонь, стійких до лужного середовища.
\n
\nЙого склад забезпечує відмінне змочування очищених поверхонь та ефективне емульгування бруду. Дуже легко видаляє бруд (масло, олію, жир). Розроблений для промислових сервісних служб із використаням механічного інструментарію та обладнання для миття під тиском.
\n
\n&nbsp;","<strong>FLAT EXPERT</strong> - засіб, призначений для миття всіх поверхонь, стійких до лужного середовища.
\n
\nЛегко видаляє бруд із маслами, жирами та мастилами. Залишає приємний, свіжий аромат. Засіб був розроблений для очищення сервісних служб, використовуючи всі механічні та мийні пристрої.
\n<h3><strong>Використання:</strong></h3>
\nКонцентрат повинен бути розбавлений холодною водою у відношенні:
\n<ul>
\n 	<li>1: 5 - 1: 100 - найпоширеніший робочий розчин</li>
\n</ul>
\nКонцентрація розчину залежить від ступеня забруднення підлоги.
\nРозчин слід наносити на поверхню, яку треба чистити, залишити на 3 - 5 хвилин, потім зібрати за допомогою скребка або промити водою.
\n<h3><strong>FLAT EXPERT - ЕФЕКТИВНИЙ КОНЦЕНТРАТ.</strong></h3>",,,taxable,,1,,,0,0,,,,,1,,,,"Промисловість > Мийки та СТО, Промисловість","для приміщень, догляд за поверхнями, миття, Промисловість",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT-1.jpg",,,,,"PC006, PC004, PC009","N275, PC212, PC022",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 2x20 л, 5 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":146,""to_translate"":{""ru"":146}}",,default,default,default,1,FLAT EXPERT,44,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
610,variation,PC005-20,FLAT EXPERT - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1485,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT-1.jpg,,,PC005,,,"N275, PC212, PC022",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
611,variation,PC005-20-2,FLAT EXPERT - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2821.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT-1.jpg,,,PC005,,,"N275, PC212, PC022",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
612,variation,PC005-5,FLAT EXPERT - 5 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,490.05,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT-1.jpg,,,PC005,,,"N275, PC212, PC022",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
613,variation,PC005-1,FLAT EXPERT - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,96.53,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT.jpg,,,PC005,,,"N275, PC212, PC022",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
614,variation,PC005-10,FLAT EXPERT - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,779.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLAT-EXPERT-1.jpg,,,PC005,,,"N275, PC212, PC022",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
617,variable,PC009,SUPER CLEAN,1,0,visible,"<strong>Рідина для автоматизованого машинного миття підлоги</strong>
\nНизькопінний рідкий концентрат, призначений для машинного миття посадок. Використовується у пристроях для чищення та машинах високого тиску.","<strong>Super Clean</strong> - це низькопінний рідкий концентрат, призначений для машинного миття підлоги.
\nВикористовується в машинах для чищення та машинах високого тиску.
\n
\nІдеально підходить для очищення великих поверхонь:
\n<ul>
\n 	<li>складських залів;</li>
\n 	<li>гіпермаркетів;</li>
\n 	<li>комерційних будівель;</li>
\n 	<li>промислових об'єктів;</li>
\n 	<li>поверхонь, стійких до води та лужних препаратів, наприклад, бетоних.</li>
\n</ul>
\n<strong>Super Clean</strong>- засіб , що швидко сохне з антиковзаючими властивостями.
\nДає відчуття свіжості протягом дуже довгого часу.
\n
\n<strong>Використання:</strong>
\n
\nЗалежно від ступеня забруднення використовується концентрат 100 - 500 мл на 10 літрів води.",,,taxable,,1,,,0,0,,,,,1,,,,"Промисловість > Мийки та СТО, Промисловість > Миття підлоги, Промисловість","для приміщень, догляд за поверхнями, миття, Промисловість",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN-1.jpg",,,,,"PC006, PC004, PC008","N275, N287, PC219",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 2x20 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":110,""to_translate"":{""ru"":110}}",,default,default,default,1,SUPER CLEAN,41,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,variation,PC009-20,SUPER CLEAN - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1707.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN-1.jpg,,,PC009,,,"N275, N287, PC219",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
621,variation,PC009-20-2,SUPER CLEAN - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3250,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN-1.jpg,,,PC009,,,"N275, N287, PC219",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,,super-clean-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
622,variation,PC009-1,SUPER CLEAN - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,118.8,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN.jpg,,,PC009,,,"N275, N287, PC219",,,3,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
623,variation,PC009-10,SUPER CLEAN - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891.2,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SUPER-CLEAN-1.jpg,,,PC009,,,"N275, N287, PC219",,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
624,variable,PC015,WF STORM,1,0,visible,"<strong>Рідина для циркуляційних мийок (постійна циркуляція)</strong>
\nОполіскувач практично без запаху, який дуже повільно випаровується з очищених поверхонь, завдяки чому він дозволяє максимально ретельно очистити поверхню. У замкнутій системі його можна використовувати повторно. продукт не залишає плям чи нальоту, не руйнує пластмаси чи лаковане покриття. На основі неароматизованих розчинників.","<strong>WF STORM</strong> - це засіб для змивання, який випаровується дуже повільно з очищених поверхонь, завдяки чому він ретельно очищає поверхню. У замкнутій системі його можна використовувати повторно. Засіб не залишає плям і нальоту, він не руйнує пластмаси та лакованих поверхонь. Практично без запаху, виготовлений на основі неароматизованих розчинників.
\n
\nПрепарат призначений для мийок замкнутої системи, найкраще для миття:
\n<ul>
\n 	<li>компонентів двигунів внутрішнього згоряння (карбюратори, дроселі)</li>
\n 	<li>елементів гальмівної системи</li>
\n 	<li>більшості хімічних препаратів, які важко видаляються</li>
\n 	<li>клейові залишки з самоклеючих наклейок.</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,,"Промисловість > Мийки та СТО, Промисловість","автокосметика, Мийки, миття, Промисловість, СТО",,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WF-STORM.jpg,,,,,"PC013, PC018, PC005, PC008","PC002, PC001, PC010",,,0,Бренд,Pro-Chem,1,1,Об'єм,"10 л, 20 л, 60 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":136,""to_translate"":{""ru"":136}}",,default,default,default,0,WF STORM,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
