Артикул,Ім'я,Короткий опис,Опис,Початок акції,Завершення акції,Категорії,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073
PC106-1,BASIC,,,,,,,,"PC005, N287, PC219",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-1-%d0%bb,,,,,,,,,,,,,,,
PC011-1,PRO MAT,,,,,,,,"PC225, N287, PC219",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pro-mat-1-%d0%bb,,,,,,,,,,,,,,,
PC011-6,PRO MAT,,,,,,,,"PC225, N287, PC219",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pro-mat-6-%d0%bb,,,,,,,,,,,,,,,
"PC014-0,2",NON STICKY,,,,,,,,"PC224, N262, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,non-sticky-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC014-0,5",NON STICKY,,,,,,,,"PC224, N262, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,non-sticky-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC214-20,RED MONSTER,,,,,,,,"A171, N275, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-20-%d0%bb,,,,,,,,,,,,,,,
PC214-20-2,RED MONSTER,,,,,,,,"A171, N275, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-2x20-%d0%bb,,,,,,,,,,,,,,,
"PC214-0,75",RED MONSTER,,,,,,,,"A171, N275, B040",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC214-1,RED MONSTER,,,,,,,,"A171, N275, B040",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-1-%d0%bb,,,,,,,,,,,,,,,
PC214-6,RED MONSTER,,,,,,,,"A171, N275, B040",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-6-%d0%bb,,,,,,,,,,,,,,,
PC214-10,RED MONSTER,,,,,,,,"A171, N275, B040",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,red-monster-10-%d0%bb,,,,,,,,,,,,,,,
"PC022-0,5",SMOOTH,,,,,,,,"PC005, PC008, PC022",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,smooth-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC022-1,SMOOTH,,,,,,,,"PC005, PC008, PC022",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,smooth-1-%d0%bb,,,,,,,,,,,,,,,
PC017-20,ICE KILLER,,,,,,,,"A171, A160, N262",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,ice-killer-20-%d0%bb,,,,,,,,,,,,,,,
PC017-5,ICE KILLER,,,,,,,,"A171, A160, N262",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,ice-killer-5-%d0%bb,,,,,,,,,,,,,,,
PC017-10,ICE KILLER,,,,,,,,"A171, A160, N262",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,ice-killer-10-%d0%bb,,,,,,,,,,,,,,,
"PC112-0,6",JUMBO,,,,,,,,"PC225, PC014, PC011",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,jumbo-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC112-6,JUMBO,,,,,,,,"PC225, PC014, PC011",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,jumbo-6-%d0%bb,,,,,,,,,,,,,,,
PC112-10,JUMBO,,,,,,,,"PC225, PC014, PC011",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,jumbo-10-%d0%bb,,,,,,,,,,,,,,,
"PC118-1,5",INTENSIVE,,,,,,,,"PC106, PC116, PC109",,,1,,,,,,,,,,,,,,,,1,,,"{""total"":26,""to_translate"":{""ru"":26}}",,,,,1,,,,,,1,intensive-1-5-%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,
"PC115-1,5",INTENSIVE,,,,,,,,"PC106, PC116, PC109",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":19,""to_translate"":{""ru"":19}}",,,,,1,,,,,,1,intensive-4-%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,
PC115-4,INTENSIVE,,,,,,,,"PC106, PC116, PC109",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,intensive-4-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,
PC115-10,INTENSIVE,,,,,,,,"PC106, PC116, PC109",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,intensive-10-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,
"PC116-1,5",IMPERIAL,,,,,,,,"PC004, PC005, PC113",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":13,""to_translate"":{""ru"":13}}",,,,,1,,,,,,1,imperial-1-5-%d0%bb,,,,,,,,,,,,,,,
PC116-4,IMPERIAL,,,,,,,,"PC004, PC005, PC113",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,imperial-4-%d0%bb,,,,,,,,,,,,,,,
PC116-10,IMPERIAL,,,,,,,,"PC004, PC005, PC113",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,imperial-10-%d0%bb,,,,,,,,,,,,,,,
"PC104-0,6",BURNOUT,,,,,,,,"PC006, PC212, FOR05",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,burnout-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC104-6,BURNOUT,,,,,,,,"PC006, PC212, FOR05",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,burnout-6-%d0%bb,,,,,,,,,,,,,,,
PC109-1,MAGIC,,,,,,,,"PC005, PC116, PC118",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,magic-1-%d0%bb,,,,,,,,,,,,,,,
PC109-6,MAGIC,,,,,,,,"PC005, PC116, PC118",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,magic-6-%d0%bb,,,,,,,,,,,,,,,
PC109-10,MAGIC,,,,,,,,"PC005, PC116, PC118",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,magic-10-%d0%bb,,,,,,,,,,,,,,,
"PC113-0,5",SOFT HONEY,,,,,,,,"PC217, PC102, PC103",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,soft-honey-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC113-1,SOFT HONEY,,,,,,,,"PC217, PC102, PC103",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,soft-honey-1-%d0%bb,,,,,,,,,,,,,,,
PC113-6,SOFT HONEY,,,,,,,,"PC217, PC102, PC103",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,soft-honey-6-%d0%bb,,,,,,,,,,,,,,,
PC113-10,SOFT HONEY,,,,,,,,"PC217, PC102, PC103",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,soft-honey-10-%d0%bb,,,,,,,,,,,,,,,
"PC105-0,5",SOFT ORANGE,,,,,,,,"PC116, PC112, PC103",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC105-1,SOFT ORANGE,,,,,,,,"PC116, PC112, PC103",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,1-%d0%bb,,,,,,,,,,,,,,,
PC105-6,SOFT ORANGE,,,,,,,,"PC116, PC112, PC103",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,6-%d0%bb,,,,,,,,,,,,,,,
PC105-10,SOFT ORANGE,,,,,,,,"PC116, PC112, PC103",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,10-%d0%bb,,,,,,,,,,,,,,,
PC110-1,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,1,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-1-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,
PC110-6,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-6-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,
PC110-10,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-10-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,
PC114-1,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-1-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,
PC114-6,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-6-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,
PC114-10,WASH MASTER,,,,,,,,"PC202, PC225, PC011",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,wash-master-10-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,
"PC101-0,75",ROST ACTIV,,,,,,,,"A1711, PC002, N287",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,rost-activ-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC101-6,ROST ACTIV,,,,,,,,"A1711, PC002, N287",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,rost-activ-6-%d0%bb,,,,,,,,,,,,,,,
PC101-10,ROST ACTIV,,,,,,,,"A1711, PC002, N287",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,rost-activ-10-%d0%bb,,,,,,,,,,,,,,,
"PC111-0,75",FLUSH,,,,,,,,"PC225, PC116, PC118",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,flush-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC111-6,FLUSH,,,,,,,,"PC225, PC116, PC118",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,flush-6-%d0%bb,,,,,,,,,,,,,,,
"PC203-0,2",LEATHER PROTECTOR,,,,,,,,"N256, N287",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC203-0,75",LEATHER PROTECTOR,,,,,,,,"N256, N287",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC203-6,LEATHER PROTECTOR,,,,,,,,"N256, N287",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-6-%d0%bb,,,,,,,,,,,,,,,
"PC206-0,5",TAPI,,,,,,,,"N287, PC014, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,tapi-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC206-6,TAPI,,,,,,,,"N287, PC014, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,tapi-6-%d0%bb,,,,,,,,,,,,,,,
PC108-1,LAMINEL,,,,,,,,"PC005, N275, PC009",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,laminel-1-%d0%bb,,,,,,,,,,,,,,,
PC108-6,LAMINEL,,,,,,,,"PC005, N275, PC009",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,laminel-6-%d0%bb,,,,,,,,,,,,,,,
PC108-10,LAMINEL,,,,,,,,"PC005, N275, PC009",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,laminel-10-%d0%bb,,,,,,,,,,,,,,,
"PC208-0,75",AIR FRESH,,,,,,,,"PC001, N262, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,air-fresh-750-%d0%bc%d0%bb-%d0%b2%d0%b0%d0%bd%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,
PC208-6,AIR FRESH,,,,,,,,"PC001, N262, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,air-fresh-6-%d0%bb-%d0%b2%d0%b0%d0%bd%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,
"PC217-0,75",AIR FRESH,,,,,,,,"PC001, N262, B040",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":19,""to_translate"":{""ru"":19}}",,,,,1,,,,,,1,air-fresh-750-%d0%bc%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,
PC217-6,AIR FRESH,,,,,,,,"PC001, N262, B040",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":19,""to_translate"":{""ru"":19}}",,,,,1,,,,,,1,air-fresh-6-%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,
"PC209-0,75",AIR FRESH,,,,,,,,"PC001, N262, B040",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,air-fresh-750-%d0%bc%d0%bb-%d1%8f%d0%b1%d0%bb%d1%83%d0%ba%d0%be,,,,,,,,,,,,,,,
PC209-6,AIR FRESH,,,,,,,,"PC001, N262, B040",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":16,""to_translate"":{""ru"":16}}",,,,,1,,,,,,1,air-fresh-6-%d0%bb-%d1%8f%d0%b1%d0%bb%d1%83%d0%ba%d0%be,,,,,,,,,,,,,,,
"PC220-0,2",DEEP,,,,,,,,"PC112, PC001, PC117",,,1,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-200-%d0%bc%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,
PC220-6,DEEP,,,,,,,,"PC112, PC001, PC117",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-6-%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,
"PC227-0,2",DEEP,,,,,,,,"PC112, PC001, PC117",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,deep-200-%d0%bc%d0%bb-%d0%b5%d0%b9%d1%84%d0%be%d1%80%d1%96%d1%8f,,,,,,,,,,,,,,,
"PC221-0,2",DEEP,,,,,,,,"PC112, PC001, PC117",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-200-%d0%bc%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,
PC221-6,DEEP,,,,,,,,"PC112, PC001, PC117",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-6-%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,
"PC223-0,2",DEEP,,,,,,,,"PC112, PC001, PC117",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-200-%d0%bc%d0%bb-%d0%bd%d0%be%d0%b2%d0%b8%d0%b9-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%be%d0%b1%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,
PC223-6,DEEP,,,,,,,,"PC112, PC001, PC117",,,8,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-6-%d0%bb-%d0%bd%d0%be%d0%b2%d0%b8%d0%b9-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%be%d0%b1%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,
"PC222-0,2",DEEP,,,,,,,,"PC112, PC001, PC117",,,9,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-200-%d0%bc%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,
PC222-6,DEEP,,,,,,,,"PC112, PC001, PC117",,,10,,,,,,,,,,,,,,,,1,,,"{""total"":17,""to_translate"":{""ru"":17}}",,,,,1,,,,,,1,deep-6-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,
PC107-20,TAPI WASHER,,,,,,,,"A172, N262, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,tapi-washer-20-%d0%bb,,,,,,,,,,,,,,,
PC107-20-2,TAPI WASHER,,,,,,,,"A172, N262, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,tapi-washer-2x20-%d0%bb,,,,,,,,,,,,,,,
PC107-1,TAPI WASHER,,,,,,,,"A172, N262, B040",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,tapi-washer-1-%d0%bb,,,,,,,,,,,,,,,
PC107-6,TAPI WASHER,,,,,,,,"A172, N262, B040",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,tapi-washer-6-%d0%bb,,,,,,,,,,,,,,,
PC107-10,TAPI WASHER,,,,,,,,"A172, N262, B040",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,tapi-washer-10-%d0%bb,,,,,,,,,,,,,,,
"PC102-0,75",NANO,,,,,,,,"A160, N275, N287",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":9,""to_translate"":{""ru"":9}}",,,,,1,,,,,,1,750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC102-6,NANO,,,,,,,,"A160, N275, N287",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,6-%d0%bb-2,,,,,,,,,,,,,,,
PC102-10,NANO,,,,,,,,"A160, N275, N287",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,10-%d0%bb-2,,,,,,,,,,,,,,,
"PC103-0,2",SHINE,,,,,,,,"PC004, PC102, PC014",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,shine-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC103-0,75",SHINE,,,,,,,,"PC004, PC102, PC014",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,shine-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC202-20,BLACK,,,,,,,,"PC102, PC021, KWAP2",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-20-%d0%bb,,,,,,,,,,,,,,,
"PC202-0,2",BLACK,,,,,,,,"PC102, PC021, KWAP2",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC202-0,75",BLACK,,,,,,,,"PC102, PC021, KWAP2",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC202-0,5",BLACK,,,,,,,,"PC102, PC021, KWAP2",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC202-1,BLACK,,,,,,,,"PC102, PC021, KWAP2",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-1-%d0%bb,,,,,,,,,,,,,,,
PC202-6,BLACK,,,,,,,,"PC102, PC021, KWAP2",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-6-%d0%bb,,,,,,,,,,,,,,,
PC202-10,BLACK,,,,,,,,"PC102, PC021, KWAP2",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,black-10-%d0%bb,,,,,,,,,,,,,,,
PC224-5,BLOODY MARY,,,,,,,,"PC225, FOR05, KWAP2",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,bloody-mary-5-%d0%bb,,,,,,,,,,,,,,,
